RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
66,Georgia,Asia,Council of Europe,"In force (Law on Personal Data Protection, 2012; amended 2021)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (State Inspector’s Service until 2022; restructured),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child rights; no COP law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/georgia/,No,https://www.unicef.org/georgia/,Yes (protected under law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no marriage equality),https://www.humandignitytrust.org/country-profile/georgia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early (digital agenda; EU alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=GE; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration with ID; biometric linkage expanding),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,66,,,,,,
87,Japan,Asia,G7,"In force (APPI, amended 2022)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (PPC Japan),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (APPI covers minors; national COP efforts),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/japan/,Yes (government COP initiatives),https://www.unicef.org/japan/,Partial (covered via interpretation; not explicit),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (decriminalised; no marriage equality),https://www.humandignitytrust.org/country-profile/japan/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (AI Strategy 2019; Society 5.0),https://en.unesco.org/artificial-intelligence/observatory/policies?country=JP; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,87,,,,,,
14,Bahrain,Asia,GCC,In force (Law No. 30 of 2018 on Personal Data Protection),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Personal Data Protection Authority under Ministry of Justice),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child protection law; no COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/bahrain/,No,https://www.unicef.org/bahrain/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/bahrain/; https://ilga.org/ilga-world-maps/,Yes (penal code provisions criminalising promotion of homosexuality),https://ilga.org/ilga-world-maps/,Draft/Early (AI initiatives in ICT strategy; no standalone AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BH; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory biometric SIM registration),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,14,,,,,,
92,Kuwait,Asia,GCC,"In force (Law No. 20 of 2014 on IT Crimes, limited protections)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/kuwait/,No,https://www.unicef.org/kuwait/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Articles 193/198),https://www.humandignitytrust.org/country-profile/kuwait/; https://ilga.org/ilga-world-maps/,Yes (strict morality censorship),https://ilga.org/ilga-world-maps/,Draft/Early (Vision 2035 programmes; no formal AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=KW; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration with biometric ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,92,,,,,,
130,Oman,Asia,GCC,In force — PDPL 2022,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — regulator under Ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/oman/,No,https://www.unicef.org/oman/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/oman/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Draft/Early — Vision 2040,https://en.unesco.org/artificial-intelligence/observatory/policies?country=OM; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,130,,,,,,
140,Qatar,Asia,GCC,In force — Law No. 13/2016,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — regulator in Ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/qatar/,No,https://www.unicef.org/qatar/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/qatar/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Draft/Early — AI Strategy 2019,https://en.unesco.org/artificial-intelligence/observatory/policies?country=QA; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,140,,,,,,
152,Saudi Arabia,Asia,GCC,In force — Personal Data Protection Law 2021,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — regulator under executive,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/saudi-arabia/,No,https://www.unicef.org/saudi-arabia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — severe penalties,https://www.humandignitytrust.org/country-profile/saudi-arabia/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Adopted — Saudi Data & AI Authority (SDAIA) Strategy 2020,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SA; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,152,,,,,,
185,United Arab Emirates,Asia,GCC,In force — Federal Data Protection Law (2021),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — under government ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/united-arab-emirates/,Yes — national programs,https://www.unicef.org/united-arab-emirates/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Criminalised — Sharia provisions, Penal Code",https://www.humandignitytrust.org/country-profile/united-arab-emirates/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Adopted — UAE AI Strategy 2031,https://en.unesco.org/artificial-intelligence/observatory/policies?country=AE; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Yes — Emirates ID required, biometric enabled",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,185,,,,,,
84,Israel,Asia,OECD,"In force (Privacy Protection Law, 1981; amended)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Privacy Protection Authority under Ministry of Justice),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child protections; no standalone COP law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/israel/,Partial (programmes on online child safety),https://www.unicef.org/israel/,Yes (equality and data protection provisions),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (foreign marriages recognised; no local marriage equality),https://www.humandignitytrust.org/country-profile/israel/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (National AI Program 2020),https://en.unesco.org/artificial-intelligence/observatory/policies?country=IL; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM tied to biometric national ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,84,,,,,,
141,Republic of Korea,Asia,OECD,In force — PIPA (2011),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — PIPC,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/republic-of-korea/,Yes,https://www.unicef.org/republic-of-korea/,No explicit protection,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no marriage equality,https://www.humandignitytrust.org/country-profile/republic-of-korea/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — AI National Strategy 2019,https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Yes — tied to ID, not biometrics",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,141,,,,,,
2,Afghanistan,Asia,SAARC,None – No comprehensive data protection law; minor privacy in Electronic Transactions and Signatures Law 2017,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.refworld.org/legal/legislation/natleglaws/2017/afg-2017-01.html,No DPA – No data protection authority (2024),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,None – No child data or online safety law; general privacy weakly addressed,https://www.unicef.org/afghanistan/reports/child-protection-afghanistan-2023,No – No national COP or child online protection strategy (2024),https://www.unicef.org/afghanistan/reports/child-protection-afghanistan-2023,No – SOGI not listed; privacy law does not mention sensitive data (ETSL 2017),https://www.refworld.org/legal/legislation/natleglaws/2017/afg-2017-01.html; https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Criminalized – Same-sex acts illegal; harsh penalties including death risk under Taliban (Sharia, post-2021)",https://www.humandignitytrust.org/country-profile/afghanistan/; https://ilga.org/maps-sexual-orientation-laws,"Yes – Broad morality laws, Taliban restrictions (2021–) prohibit LGBTQ+ expression",https://www.hrw.org/news/2023/08/30/afghanistan-lgbt-afghans-face-persecution; https://ilga.org/maps-sexual-orientation-laws,None – No national AI policy or strategy (2024),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AF,No – No DPIA/legal risk assessment required for AI or data (2024),https://www.refworld.org/legal/legislation/natleglaws/2017/afg-2017-01.html,Biometric mandatory – SIM registration requires biometrics (GSMA 2023),https://www.gsma.com/mobilefordevelopment/resources/mandatory-sim-registration-in-afghanistan/; https://privacyinternational.org/examples/3208/afghanistan-mandatory-sim-registration,,,,,,,,,,,,,,2,,,,,,
15,Bangladesh,Asia,SAARC,"Draft (Data Protection Act not yet enacted, under consultation 2023–2024)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Weak (no independent DPA, regulator BTRC under government)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (ICT Child Online Protection strategy via BTRC),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/bangladesh/,Partial (BTRC COP strategy with ITU/UNICEF support),https://www.unicef.org/bangladesh/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Section 377 in Penal Code),https://www.humandignitytrust.org/country-profile/bangladesh/; https://ilga.org/ilga-world-maps/,Yes (Digital Security Act used to target LGBTQ expression),https://ilga.org/ilga-world-maps/,Draft/Early (AI policy consultations ongoing; AI in Digital Bangladesh agenda),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BD; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Yes (mandatory biometric SIM registration, fingerprints required)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,15,,,,,,
